account,adTiktokId,adName,totalIncreases,date,budget,increasesToday,cumIncreases,spend,tiktokCv,tiktokCpa,sheetCv,sheetCpo
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-06,5070,2,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-07,3000,0,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-08,3000,0,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-09,3000,0,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-11,3000,0,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-12,3000,0,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-13,3000,0,2,0,0,,0.0000,
AI_2,1861681658858545,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01167",2,2026-04-14,3000,0,2,0,0,,0.0000,
AI_2,1862269306891490,"260413/清水絢吾/スマプラ/LP1-CR01214",2,2026-04-12,3000,0,0,0,0,,0.0000,
AI_2,1862269306891490,"260413/清水絢吾/スマプラ/LP1-CR01214",2,2026-04-13,3900,1,1,3919,2,1960,0.0000,
AI_2,1862269306891490,"260413/清水絢吾/スマプラ/LP1-CR01214",2,2026-04-14,3900,1,2,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-04,3000,0,0,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-05,3900,1,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-06,3000,0,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-12,0,0,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1860732364556401,"260327/高橋海斗/ターミナル/LP1-CR01123",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-04,5070,1,1,5070,1,5070,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-05,3000,0,1,1929,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-06,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-11,0,0,1,1929,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861475008656497,"260404/横展開/CR178_横展開/LP1-CR01155",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-04,3900,1,1,3900,1,3900,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-05,3000,0,1,71,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-06,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-11,3000,0,1,71,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_3,1861472364063857,"260404/横展開/CR454_横展開/LP1-CR01148",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-04,3000,0,0,525,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-05,3000,0,0,2925,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-06,3900,1,1,155,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-07,3000,0,1,34119,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-08,3000,0,1,30832,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-11,3000,0,1,3080,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-12,3000,0,1,155,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_4,1860808254387442,"260327/鈴木織大/一撃YouTube動画作成_途中CTAあり/LP1-CR01128",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-06,3900,1,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-12,0,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861681673726194,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00009",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-06,3900,1,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-11,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_2,1861681669567810,"260406/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP4-CR00010",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-06,3900,1,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-11,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_3,1861681708270626,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01174",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-06,3900,1,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-11,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_3,1861681622604081,"260406/高橋海斗/やれやめろ＿編集強化/LP1-CR01171",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-06,3900,1,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-12,0,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861684335560866,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01179",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-06,3000,0,0,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-07,3900,1,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-08,3900,0,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-09,3900,0,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-12,0,0,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861681727048722,"260406/鈴木��大/YouTube切り抜��（パワポ終焉）/LP1-CR01175",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-06,3000,0,0,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-07,3900,0,0,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-08,3900,1,1,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-09,3900,0,1,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-12,0,0,1,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861681709040002,"260406/鈴木織大/おい会���員_1年後悔/LP1-CR01178",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-06,3900,1,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-07,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-08,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-11,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_3,1861684377933842,"260406/石黒研太/AI副業の嘘2（AI訴求）毎日投稿/LP1-CR01181",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-06,3000,0,0,0,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-07,3900,1,1,3915,1,3915,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-08,3900,0,1,69,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861721568052226,"260407/高橋海斗/【ねねさん】Claude_Code/LP1-CR01184",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-07,3900,1,1,3959,1,3959,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-08,3900,0,1,57,0,,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-09,3000,0,1,0,0,,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-11,0,0,1,0,0,,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1861779220790273,"260407/5CRまとめ/手動DF_Smart+/LP1-CR01185",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1862059135439410,"260411/鈴木織大/おい会���員_1年後悔/LP1-CR01207",1,2026-04-11,2000,1,1,3239,0,,0.0000,
AI_1,1862059135439410,"260411/鈴木織大/おい会���員_1年後悔/LP1-CR01207",1,2026-04-12,3000,0,1,0,0,,0.0000,
AI_1,1862059135439410,"260411/鈴木織大/おい会���員_1年後悔/LP1-CR01207",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1862059135439410,"260411/鈴木織大/おい会���員_1年後悔/LP1-CR01207",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_2,1862099818864738,"260411/千葉信輝/箕輪さんまとめ/LP4-CR00015",1,2026-04-11,3900,1,1,3496,1,3496,0.0000,
AI_2,1862099818864738,"260411/千葉信輝/箕輪さんまとめ/LP4-CR00015",1,2026-04-12,3900,0,1,0,0,,0.0000,
AI_2,1862099818864738,"260411/千葉信輝/箕輪さんまとめ/LP4-CR00015",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_2,1862099818864738,"260411/千葉信輝/箕輪さんまとめ/LP4-CR00015",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_2,1862065345575042,"260411/横展開/CR454_横展開再出稿/LP1-CR01208",1,2026-04-11,3900,1,1,3378,1,3378,0.0000,
AI_2,1862065345575042,"260411/横展開/CR454_横展開再出稿/LP1-CR01208",1,2026-04-12,3900,0,1,1,0,,0.0000,
AI_2,1862065345575042,"260411/横展開/CR454_横展開再出稿/LP1-CR01208",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_2,1862065345575042,"260411/横展開/CR454_横展開再出稿/LP1-CR01208",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_2,1862060201804962,"260411/横展開/CR454_横展開/LP1-CR01207",1,2026-04-11,6591,1,1,34,1,34,0.0000,
AI_2,1862060201804962,"260411/横展開/CR454_横展開/LP1-CR01207",1,2026-04-12,6591,0,1,0,0,,0.0000,
AI_2,1862060201804962,"260411/横展開/CR454_横展開/LP1-CR01207",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_2,1862060201804962,"260411/横展開/CR454_横展開/LP1-CR01207",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_1,1862149265242482,"260411/横展開/横展開CR/LP1-CR01211",1,2026-04-11,2000,1,1,1995,1,1995,0.0000,
AI_1,1862149265242482,"260411/横展開/横展開CR/LP1-CR01211",1,2026-04-12,3000,0,1,1016,0,,0.0000,
AI_1,1862149265242482,"260411/横展開/横展開CR/LP1-CR01211",1,2026-04-13,3000,0,1,0,0,,0.0000,
AI_1,1862149265242482,"260411/横展開/横展開CR/LP1-CR01211",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_3,1862157503639762,"260412/横展開/横展開CR/LP2-CR00241",1,2026-04-11,3000,0,0,0,0,,0.0000,
AI_3,1862157503639762,"260412/横展開/横展開CR/LP2-CR00241",1,2026-04-12,3900,1,1,3903,1,3903,0.0000,
AI_3,1862157503639762,"260412/横展開/横展開CR/LP2-CR00241",1,2026-04-13,3000,0,1,126,0,,0.0000,
AI_3,1862157503639762,"260412/横展開/横展開CR/LP2-CR00241",1,2026-04-14,3000,0,1,0,0,,0.0000,
AI_3,1862187232444674,"260412/鈴木織大/箕輪さんまとめ/LP4-CR00016",1,2026-04-12,3000,0,0,3007,1,3007,0.0000,
AI_3,1862187232444674,"260412/鈴木織大/箕輪さんまとめ/LP4-CR00016",1,2026-04-13,3000,0,0,3040,0,,0.0000,
AI_3,1862187232444674,"260412/鈴木織大/箕輪さんまとめ/LP4-CR00016",1,2026-04-14,3900,1,1,0,0,,0.0000,
AI_2,1862363723066689,"260414/千葉信輝/AIまとめ1/LP1-CR01216",1,2026-04-13,3000,0,0,0,0,,0.0000,
AI_2,1862363723066689,"260414/千葉信輝/AIまとめ1/LP1-CR01216",1,2026-04-14,3900,1,1,0,0,,0.0000,